"","text","favorited","favoriteCount","created","truncated","id","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"239","@justforhams Where are you waiting? ^JR",FALSE,0,2022-11-29 21:45:04,FALSE,"1597708248102359042","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"240","@SEPTA_SOCIAL The bus stop is AT the stop light honestly you guys",FALSE,0,2022-11-29 21:43:26,FALSE,"1597707836636950529","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","justforhams",0,FALSE,FALSE,NA,NA
"241","@SEPTA_SOCIAL No. I’m at the bus stop at the bus stop sign",FALSE,0,2022-11-29 21:42:53,FALSE,"1597707697599975424","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","justforhams",0,FALSE,FALSE,NA,NA
"242","@SEPTA_SOCIAL @SEPTAPHILLY best options are to just keep sending you photos. Maybe you’ll put up some cameras or ma… https://t.co/OEb6i3zS6X",FALSE,0,2022-11-29 21:42:51,TRUE,"1597707688699658242","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Marina_Maria_15",0,FALSE,FALSE,NA,NA
"243","Oh wow @SEPTA_SOCIAL now the same bus is early! Guess that happens when you refuse to pick up passengers https://t.co/QmIVcC9hCG",FALSE,0,2022-11-29 21:42:24,FALSE,"1597707577059512321","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","justforhams",0,FALSE,FALSE,NA,NA
"244","@CassieCxm305 Unfortunately, there are issues with the line due to an animal in the track area. Our apologies for the inconvenience. ^KG",FALSE,0,2022-11-29 21:42:15,FALSE,"1597707538119680000","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"245","@justforhams Sorry to hear this. If the bus was already at the red light it has already passed the bus stop, and du… https://t.co/05OxYmOyE8",FALSE,0,2022-11-29 21:41:40,TRUE,"1597707389352177665","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"246","@SEPTA_Bus Hey. Y'all don't have a way of updating the Google Maps or SEPTA app about which times are effected by l… https://t.co/h5akoQNxXe",FALSE,0,2022-11-29 21:40:48,TRUE,"1597707171801624577","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LucidStrike",0,FALSE,FALSE,NA,NA
"247","@SEPTA_SOCIAL @SEPTAPHILLY Again, never any police around.  But this happens right In Front of your people in the b… https://t.co/8SRLek4AfF",FALSE,0,2022-11-29 21:40:41,TRUE,"1597707141842104320","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Marina_Maria_15",0,FALSE,FALSE,NA,NA
"248","@feministology Sorry to hear. Were you able to get the vehicle number? ^KG",FALSE,0,2022-11-29 21:40:07,FALSE,"1597707002179997696","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"249","@SEPTA_SOCIAL What is going on with Fox Chase train heading to Fox Chase?  If it truly is an animal are you kidding me?",FALSE,0,2022-11-29 21:39:34,FALSE,"1597706863646511105","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CassieCxm305",0,FALSE,FALSE,NA,NA
"250","RT @SEPTAPHILLY: TODAY is #TransitTuesday! Enjoy a Medium Hot or Iced Coffee ☕️ from Dunkin' for $1 (+ appl. tax) when you flash your SEPTA…",FALSE,0,2022-11-29 21:35:42,FALSE,"1597705890400194561","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","tmabucks",2,TRUE,FALSE,NA,NA
"251","Hi @SEPTA_SOCIAL this bus just refused to open its doors and pointed backwards like there was another bus behind it… https://t.co/ZH9MXZhB8t",FALSE,1,2022-11-29 21:34:44,TRUE,"1597705645155045376","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","justforhams",0,FALSE,FALSE,NA,NA
"252","Fox Chase: Outbound train #4842 is delayed up to 40 minutes due to an animal in the track area near Lawndale Station.",FALSE,1,2022-11-29 21:34:10,FALSE,"1597705502850519041","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"253","Fox Chase: Outbound train #4842 is delayed up to 40 minutes due to an animal in the track area near Lawndale Station.",FALSE,0,2022-11-29 21:34:10,FALSE,"1597705501831307264","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_FOX</a>","SEPTA_FOX",0,FALSE,FALSE,NA,NA
"254","Rte 70: Due to operator unavailability, service is operating with delays.",FALSE,0,2022-11-29 21:32:35,FALSE,"1597705103087108096","<a href=""http://www.septa.org"" rel=""nofollow"">CCAlertManagement</a>","SEPTA_Bus",0,FALSE,FALSE,NA,NA
"255","One question for the Philly City Councilmembers coming out against SEPTA modifying some routes as part of the Bus N… https://t.co/ZpQQxr7MD3",FALSE,15,2022-11-29 21:31:19,TRUE,"1597704785326919681","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dmtrubman",1,FALSE,FALSE,NA,NA
"256","RT @SEPTAPHILLY: It's #TransitTuesday! Enjoy a Medium Hot or Iced Coffee from Dunkin' for only $1 (+ appl. tax) when you flash your SEPTA K…",FALSE,0,2022-11-29 21:31:03,FALSE,"1597704717790228482","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","LookUpSpeakUp",2,TRUE,FALSE,NA,NA
"257","Rte 108: Due to operator unavailability, service is operating with delays.",FALSE,1,2022-11-29 21:30:51,FALSE,"1597704666414022659","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"258","Rte 108: Due to operator unavailability, service is operating with delays.",FALSE,0,2022-11-29 21:30:50,FALSE,"1597704665583521799","<a href=""http://www.septa.org"" rel=""nofollow"">CCAlertManagement</a>","SEPTA_Bus",0,FALSE,FALSE,NA,NA
"259","Fox Chase: Outbound train #4842 is delayed up to 30 minutes due to an animal in the track area near Lawndale Station.",FALSE,2,2022-11-29 21:26:23,FALSE,"1597703543489789953","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"260","Fox Chase: Outbound train #4842 is delayed up to 30 minutes due to an animal in the track area near Lawndale Station.",FALSE,0,2022-11-29 21:26:23,FALSE,"1597703542608957448","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_FOX</a>","SEPTA_FOX",0,FALSE,FALSE,NA,NA
"261","Septa played giving me this 1pm-10pm schedule 🙄",FALSE,0,2022-11-29 21:23:23,FALSE,"1597702788703989761","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BigGrizz_215",0,FALSE,FALSE,NA,NA
"262","about to rock every 60+ year old on the septa bus rn",FALSE,0,2022-11-29 21:18:48,FALSE,"1597701634557374465","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jujubushh",0,FALSE,FALSE,NA,NA
"263","Thorndale: Outbound train #9593 will express from 30th Street to Bryn Mawr. Train #9531 is delayed up to 20 due to earlier Amtrak service.",FALSE,1,2022-11-29 21:16:30,FALSE,"1597701058150731777","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"264","Thorndale: Outbound train #9593 will express from 30th Street to Bryn Mawr. Train #9531 is delayed up to 20 due to earlier Amtrak service.",FALSE,0,2022-11-29 21:16:30,FALSE,"1597701057236422657","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_PAO</a>","SEPTA_PAO",0,FALSE,FALSE,NA,NA
"265","@SEPTA_SOCIAL Fern Rock. Broad Street line, Ridge Spur, Regional Rail, 28, 57, or 70.",FALSE,0,2022-11-29 21:16:12,FALSE,"1597700983563616257","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","the_E_line",0,FALSE,FALSE,NA,NA
"266","@MoeDeLisi @SEPTA_FOX Hi Maurizio, unfortunately that train is stopped because another train hit an animal in the s… https://t.co/Y8UYs4WyO0",FALSE,1,2022-11-29 21:15:49,TRUE,"1597700885261553670","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"267","Thorndale: Train #9531 going to Thorndale is operating 20 minutes late. Last at Rosemont.",FALSE,1,2022-11-29 21:12:03,FALSE,"1597699936195428352","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"268","Thorndale: Train #9531 going to Thorndale is operating 20 minutes late. Last at Rosemont.",FALSE,0,2022-11-29 21:12:03,FALSE,"1597699935281070080","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_PAO</a>","SEPTA_PAO",0,FALSE,FALSE,NA,NA
"269","As Threat of Railroad Strike Lingers, Joe Biden to Deliver Remarks on Economy - NBC 10 Philadelphia:… https://t.co/ncyYB1bBoP",FALSE,0,2022-11-29 21:09:10,TRUE,"1597699213571268608","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","MyTransitPhilly",0,FALSE,FALSE,NA,NA
"270","@SEPTA It sucks when you know that you need to let go but you cant because youre still waiting for the impossible to happen",FALSE,0,2022-11-29 21:09:08,FALSE,"1597699204016578560","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Cryptoadoul",0,FALSE,FALSE,NA,NA
"271","Airport: Outbound train #8447 has been canceled to the airport due to an injured animal. The next train is #449. In… https://t.co/klFALc0qmX",FALSE,1,2022-11-29 21:07:32,TRUE,"1597698799627128832","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",1,FALSE,FALSE,NA,NA
"272","Airport: Outbound train #8447 has been canceled to the airport due to an injured animal. The next train is #449. In… https://t.co/Bl7kTi5Ohy",FALSE,0,2022-11-29 21:07:32,TRUE,"1597698798582730752","<a href=""http://www.septa.org"" rel=""nofollow"">alert Airport line </a>","SEPTA_AIR",0,FALSE,FALSE,NA,NA
"273","Thorndale: Outbound train #9531 is delayed up to 20 due to Amtrak service. Outbound trains will board on track #1 at 30th Street Station.",FALSE,1,2022-11-29 20:57:27,FALSE,"1597696262618468354","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"274","Thorndale: Outbound train #9531 is delayed up to 20 due to Amtrak service. Outbound trains will board on track #1 at 30th Street Station.",FALSE,0,2022-11-29 20:57:27,FALSE,"1597696261603446784","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_PAO</a>","SEPTA_PAO",0,FALSE,FALSE,NA,NA
"275","@SEPTA_SOCIAL Fern Rock Transportation Center",FALSE,0,2022-11-29 20:57:05,FALSE,"1597696171639975937","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MedoriDante",0,FALSE,FALSE,NA,NA
"276","Trenton: Train #9753 going to Trenton is operating 10 minutes late. Last at Eddington.",FALSE,1,2022-11-29 20:56:02,FALSE,"1597695906249318403","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"277","Trenton: Train #9753 going to Trenton is operating 10 minutes late. Last at Eddington.",FALSE,0,2022-11-29 20:56:02,FALSE,"1597695905251172353","<a href=""http://www.septa.org"" rel=""nofollow"">Alert Trenton line</a>","SEPTA_TRE",0,FALSE,FALSE,NA,NA
"278","Rte 109: Due to operator unavailability, service is operating with delays.",FALSE,1,2022-11-29 20:52:19,FALSE,"1597694969900400641","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"279","Rte 109: Due to operator unavailability, service is operating with delays.",FALSE,0,2022-11-29 20:52:18,FALSE,"1597694968948195330","<a href=""http://www.septa.org"" rel=""nofollow"">CCAlertManagement</a>","SEPTA_Bus",0,FALSE,FALSE,NA,NA
"280","@Ange12032022 Thanks for the follow, Angela! Live agents here to assist with service questions or concerns. ^KW",FALSE,0,2022-11-29 20:50:07,FALSE,"1597694417267490816","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"281","@EmilyArndt9 Thanks for the follow, Emily! Much appreciated! ^KW",FALSE,0,2022-11-29 20:49:08,FALSE,"1597694169664716800","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"282","@g_zhenwu Thanks for the follow, Zhenwu! Have a good one! ^KW",FALSE,0,2022-11-29 20:48:42,FALSE,"1597694059568431105","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"283","I aint Been on septa in so long",FALSE,0,2022-11-29 20:48:29,FALSE,"1597694004875124736","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BamTuxker",0,FALSE,FALSE,NA,NA
"284","@SadLatkeHoe Hi! How's it going? Still riding the RR? ^KW",FALSE,0,2022-11-29 20:47:44,FALSE,"1597693816894787584","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"285","RT @Marina_Maria_15: @SEPTA_SOCIAL @SEPTAPHILLY Yeah. Ok. There’s never any transit police around.  This is just now in city hall. They bro…",FALSE,0,2022-11-29 20:46:23,FALSE,"1597693479634993152","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FailSepta",1,TRUE,FALSE,NA,NA
"286","@briancoyle6 Thanks for the follow, Brian! Live agents here to assist with service questions or concerns. ^KW",FALSE,0,2022-11-29 20:45:56,FALSE,"1597693365575110657","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"287","RT @ofclblkgngr: I’m a temporary traitor. Sorry, @SEPTA_SOCIAL, but @PGHtransit will be my chariot(s) for the week. https://t.co/1zb6wRrde8",FALSE,0,2022-11-29 20:45:55,FALSE,"1597693362538414081","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PGH_BUS_INFO",0,TRUE,FALSE,NA,NA
"288","@EbbyT13 Thanks for the follow, Ebilen! Much appreciated! ^KW",FALSE,0,2022-11-29 20:45:17,FALSE,"1597693202072756224","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"289","@pdhook Thanks for the follow, Patrick! Have a good one! ^KW",FALSE,0,2022-11-29 20:44:46,FALSE,"1597693072124825600","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"290","I hope you’re ready for Transit Trivia Tuesday! Can you name the location in this blurred image? What bus or train… https://t.co/uAJSH40NfR",FALSE,3,2022-11-29 20:44:38,TRUE,"1597693039124045824","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"291","Thorndale: Train #9531 going to Thorndale is operating 10 minutes late. Last at 30th St.",FALSE,1,2022-11-29 20:44:02,FALSE,"1597692885624832006","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"292","Thorndale: Train #9531 going to Thorndale is operating 10 minutes late. Last at 30th St.",FALSE,0,2022-11-29 20:44:02,FALSE,"1597692884588941313","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_PAO</a>","SEPTA_PAO",0,FALSE,FALSE,NA,NA
"293","It sucks tryna hang with niggas nowadays. Im tired of reaching out, mfs mad lazy. No one wants to do anything and e… https://t.co/m2l9EjqheE",FALSE,0,2022-11-29 20:43:46,TRUE,"1597692819929718784","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YungBoulStainz",0,FALSE,FALSE,NA,NA
"294","@blendinimayor Hello, Mason! How are you doing? Good times with the 65 bus? ^KW",FALSE,0,2022-11-29 20:43:13,FALSE,"1597692678996918273","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"295","Okay SEPTA I'll ask the ❓  HOW MANY MORE IS MORE THAN NORMAL?

HOW SAFE ARE THE ONES IN SERVICE?

WHY ARE SO MANY V… https://t.co/2JyDr821KC",FALSE,9,2022-11-29 20:42:54,TRUE,"1597692600278188032","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FailSepta",1,FALSE,FALSE,NA,NA
"296","@Fuentes4Nayla Thanks for the follow, Nayla! Much appreciated! ^KW",FALSE,0,2022-11-29 20:41:04,FALSE,"1597692141115166721","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"297","@LatoyaG11176031 Thanks for the follow, Latoya! Have a good one! ^KW",FALSE,0,2022-11-29 20:40:31,FALSE,"1597692001058578432","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"298","@DrobTravels Hey, David! How are you? Everything good with the PAO line recently? ^KW",FALSE,0,2022-11-29 20:39:58,FALSE,"1597691864559165440","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"299","@Alkerly05245012 Thanks for the follow, Alkerly! Live agents here to assist with service questions or concerns. ^KW",FALSE,0,2022-11-29 20:38:29,FALSE,"1597691490456993792","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"300","@Keith65350915 Thanks for the follow, Keith! Much appreciated! ^KW",FALSE,0,2022-11-29 20:37:49,FALSE,"1597691321015074816","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"301","@ISOPHL Thanks for the follow! Have a good one! ^KW",FALSE,0,2022-11-29 20:37:17,FALSE,"1597691189490503680","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"302","@LMontyPython Hi! How've you been? Still riding the RR? ^KW",FALSE,0,2022-11-29 20:36:11,FALSE,"1597690912242798592","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"303","@DPearsonPHL @tomfitzgerald SEPTA (or someone) is already late to the game.

They should have been on the offensive… https://t.co/5LdX7LxwhI",FALSE,3,2022-11-29 20:34:00,TRUE,"1597690361329385472","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","aaronbauman",0,FALSE,FALSE,NA,NA
"304","@JohnWor57877009 Thanks for the follow, John! Have a good one! ^KW",FALSE,0,2022-11-29 20:33:40,FALSE,"1597690276411191296","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"305","@marilynbmonroe 2 trains. Leaving Fern Rock at 6:08pm and 6:18pm. ^KG",FALSE,1,2022-11-29 20:29:42,FALSE,"1597689280331239424","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"306","#SEPTA alert: December 3rd - 4th &amp; December 17th -18th: Beginning with the 1st train Saturday morning, through end… https://t.co/4ABldjcfCr",FALSE,0,2022-11-29 20:29:12,TRUE,"1597689153843757056","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DC_TMA",1,FALSE,FALSE,NA,NA
"307","Rte 125: Due to operator unavailability, service is operating with delays.",FALSE,0,2022-11-29 20:26:42,FALSE,"1597688525092421632","<a href=""http://www.septa.org"" rel=""nofollow"">CCAlertManagement</a>","SEPTA_Bus",0,FALSE,FALSE,NA,NA
"308","RT @PhillyInquirer: 🚌 SEPTA’s Bus Revolution project, which proposes wholesale changes to Philly’s bus network, is underway.

The aim: fast…",FALSE,0,2022-11-29 20:26:36,FALSE,"1597688501155549184","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","nilocobau",1,TRUE,FALSE,NA,NA
"309","Thorndale: Outbound trains will board on track #1 at 30th Street Station.",FALSE,2,2022-11-29 20:23:35,FALSE,"1597687738635280385","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"310","Thorndale: Outbound trains will board on track #1 at 30th Street Station.",FALSE,0,2022-11-29 20:23:34,FALSE,"1597687737448112131","<a href=""http://www.septa.org"" rel=""nofollow"">CCAM_PAO</a>","SEPTA_PAO",0,FALSE,FALSE,NA,NA
"311","Cynwyd: Outbound trains will board on track #1 at 30th Street Station.",FALSE,2,2022-11-29 20:23:34,FALSE,"1597687736625922048","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"312","Cynwyd: Outbound trains will board on track #1 at 30th Street Station.",FALSE,0,2022-11-29 20:23:34,FALSE,"1597687735715782658","<a href=""http://www.septa.org"" rel=""nofollow"">CCMA_CYN</a>","SEPTA_CYN",0,FALSE,FALSE,NA,NA
"313","How you run down on a PPA dude. I know they be on nut shit but its not that deep. Thats like shooting a Septa driver smh.",FALSE,0,2022-11-29 20:21:42,FALSE,"1597687265450676224","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","UncleDre623",1,FALSE,FALSE,NA,NA
"314","Trenton: Cornwells Heights Park and Ride service is canceled for the remainder of the service day due to operator unavailability",FALSE,1,2022-11-29 20:20:09,FALSE,"1597686874553860097","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"315","Trenton: Cornwells Heights Park and Ride service is canceled for the remainder of the service day due to operator unavailability",FALSE,0,2022-11-29 20:20:08,FALSE,"1597686873576579072","<a href=""http://www.septa.org"" rel=""nofollow"">Alert Trenton line</a>","SEPTA_TRE",0,FALSE,FALSE,NA,NA
"316","@SEPTA_BSL  are there any sports express lines tonight? Thank you 😊",FALSE,0,2022-11-29 20:19:04,FALSE,"1597686605292400640","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","marilynbmonroe",0,FALSE,FALSE,NA,NA
"317","the netflix metrics exposé is going to be so wild https://t.co/LHDcsGisLQ",FALSE,2,2022-11-29 20:16:59,FALSE,"1597686078261321728","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","septa_lemore",0,FALSE,FALSE,NA,NA
"318","Rte 18: Due to operator unavailability, service is operating with delays.",FALSE,1,2022-11-29 20:16:13,FALSE,"1597685886145237004","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"319","Rte 18: Due to operator unavailability, service is operating with delays.",FALSE,0,2022-11-29 20:16:13,FALSE,"1597685885159424000","<a href=""http://www.septa.org"" rel=""nofollow"">CCAlertManagement</a>","SEPTA_Bus",0,FALSE,FALSE,NA,NA
"320","@SEPTA_SOCIAL @AWeisman1ceSaid @SEPTAPHILLY @SEPTA The response is much appreciated—looking forward to it. Hanukkah… https://t.co/xWj7zqY1Tw",FALSE,1,2022-11-29 20:14:28,TRUE,"1597685446049673216","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BeeKamens",0,FALSE,FALSE,NA,NA
"321","Rte 2: Due to operator unavailability, service is operating with delays.",FALSE,1,2022-11-29 20:13:39,FALSE,"1597685242051014656","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"322","@BeeKamens @AWeisman1ceSaid @SEPTAPHILLY @SEPTA Hi Ben, the decorations are from last Friday’s “Santa’s Express” tr… https://t.co/AkbEdqkYUq",FALSE,2,2022-11-29 20:12:37,TRUE,"1597684978762289153","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"323","Rte 65: Due to operator unavailability, service is operating with delays.",FALSE,0,2022-11-29 20:12:05,FALSE,"1597684845895102465","<a href=""http://www.septa.org"" rel=""nofollow"">CCAlertManagement</a>","SEPTA_Bus",0,FALSE,FALSE,NA,NA
"324","@notdavidcelli Hi David, we are currently working on this. ^AS",FALSE,1,2022-11-29 20:11:49,FALSE,"1597684778857562113","<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"325","Why do septa be doing the 69th st express? West Philly ppl don’t matter? 😂",FALSE,0,2022-11-29 20:11:28,FALSE,"1597684691406303232","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sweetholyhon3y",0,FALSE,FALSE,NA,NA
"326","Rte 30: Due to operator unavailability, service is operating with delays.",FALSE,1,2022-11-29 20:10:51,FALSE,"1597684537038934017","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"327","Rte 30: Due to operator unavailability, service is operating with delays.",FALSE,0,2022-11-29 20:10:51,FALSE,"1597684536053096449","<a href=""http://www.septa.org"" rel=""nofollow"">CCAlertManagement</a>","SEPTA_Bus",0,FALSE,FALSE,NA,NA
"328","@SEPTA_SOCIAL please install platform display scheduling so we’re easily able to see when the next train is :(",FALSE,0,2022-11-29 20:08:47,FALSE,"1597684015972380672","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","notdavidcelli",0,FALSE,FALSE,NA,NA
"329","Rte 54: Due to operator unavailability, service is operating with delays.",FALSE,1,2022-11-29 20:03:10,FALSE,"1597682600209895424","<a href=""http://www.septa.org"" rel=""nofollow"">SEPTA alert main</a>","SEPTA",0,FALSE,FALSE,NA,NA
"330","@AllmondBob Thanks for the follow, Bob! Live agents here to assist with service questions or concerns. ^KW",FALSE,0,2022-11-29 20:02:40,FALSE,"1597682474766639104","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"331","@Michell94590537 Thanks for the follow, Michelle! Much appreciated! ^KW",FALSE,0,2022-11-29 20:02:12,FALSE,"1597682360048586753","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
"332","@Deborah88015335 Thanks for the follow, Deborah! Have a good one! ^KW",FALSE,0,2022-11-29 20:01:41,FALSE,"1597682229542801408","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","SEPTA_SOCIAL",0,FALSE,FALSE,NA,NA
